DocID	Label	Text
4forums_9567	feel-4forums-boot3	No.  Do you think the government has the right to defend people from subjective harm?  Under that principle, I can write a book and someone can say,  This book makes me angry and hurts my feelings,  and the book would be banned. People will abuse the  subjective harm  principle to pass off all opinions they don't agree with as harmful.  So what if Terral03 speaks rudely? All it does is make him look bad. The honorable person reads his post and thinks  He's a pot-smoking idjot. Let him babble,  not  OMG that's so rude let's ban him!
4forums_72	feel-4forums-boot3	Why on earth would a woman come out now, admit to an abortion she had 30 years ago, when it was illegal, and become the focus of unscrupulous media attention for the next year? Attention that would be very damaging to someone that she cares about?  Why on earth would any woman do that?  When did official medical records become non trustworthy? The conspiracy theories and blinders that both sides are wearing are astounding.  Waxy  P.S. I think the whole thing is repugnant, and any real politicizing of it by the Democrats would be disgusting IMHO. However, Bush did open the door with his strong anti-abortion stance, and sometimes, when you make your bed....
4forums_10200	feel-4forums-boot3	So producing a child is the defining characteristic of a marriage? What about love, trust, respect, companionship? My wife and I may decide to not have a child, does that mean our marriage should be made illegal?  Again, you keep posting nambla this and nambla that. Nambla is a group of deviant pedophiles, homosexuals despise this behavior too. GROW UP DHARD...I mean DMG2FUN.
4forums_7984	feel-4forums-boot3	Iuris, there is something, I want to say something Zenlike in this statement--but I am not sure.
4forums_241	feel-4forums-boot3	Just for the sake of argument, let's assume evolutionists had trouble explaining away the tongue of the woodpecker. How in any sense is creationism the alternative?  No explanation therefore God. What bloody rubbish. And why do the same people keep posting the same crapola on different sites under different names? Ah, yes. Created without a brain. The only logical non-evolutionary explanation.
4forums_5188	feel-4forums-boot3	And yet, for most pro-choice folk on these forums, this question really is meaningless. For, even when it is assumed by these folk that the embryo has rights, they nevertheless argue that abortion is still acceptable. Even you believe this Shooter.
4forums_10002	feel-4forums-boot3	And if people have a  religious belief  whereby they don't think blacks should vote, or that interracial marriage should occur, should governmental officials who have those  religious beliefs  just be allowed to ignore their duty?  What if I had a religious belief that prevented me from performing my governmental tasks for Christians? Should that be respected as well?  They are paid to do their job. People who get to pick and choose what their  job  should entail because of their religious beliefs should find another form of work.  If when I was in the military, I had suddenly stood up and said,  Woah! Hey! I joined the military but it is against my religious beliefs to hurt others, and this plan of action will hurt other people.   Should that be respected and I keep my  job ?
4forums_5765	feel-4forums-boot3	If a scientist doesn't believe his test results are accurate, and expects me to place my life savings on his project would that not be pretty stupid.
4forums_1517	feel-4forums-boot3	So then, you think that the threat of criminalizing abortion will decrease sexual activity.  In earlied posts you condemned wome's  lust .  We gather that you think sexuality is a BAD thing. Why?  Are you the avatar of either Saul of Tarsus or Augustine of Hippo?
4forums_6287	feel-4forums-boot3	The thing is, our technology will be radically different in the future, provided that the conservatives don't go nuts on us and slow the advance of technlogy.
4forums_4682	feel-4forums-boot3	And how on earth do you think all the European countries are doing it. You just do not live in reality. You have a pre-conceived notion that nothing run by the  government  can possibly work.
4forums_2595	feel-4forums-boot3	Because you introduced him to the definition of  internet troll . It's all your fault!!
4forums_11046	feel-4forums-boot3	So if a gay couple plans to adopt, they can get married?  And if a straight couple gets married, and then find out they can't have kids, does their marriage gets changed to a civil union? Or is it just desire to have kids?
4forums_11278	feel-4forums-boot3	Woodward was a fraud, and I recall that was actually about the Piltdown man.  You're confusing your hominids.  I'm not surprised your site says so. Confusing one homind for another and citing a known fraud maker.
4forums_11522	feel-4forums-boot3	Maybe they don't want to know. Why should some busybody force them into a predicament that they don't want to be in? In this country, every born person has freedom of choice!
4forums_6240	feel-4forums-boot3	No.  I will never allow  the people of the country  to tell me what is best for my my life or my health.  To quote Jane Austen in Pride and Prejudice.   I am only resolved to act in that manner, which will, in my own opinion, constitute my happiness, without reference to you, or to any person so wholly unconnected with me.
4forums_9601	feel-4forums-boot3	When FDR started social security he was betting that most americans would not be around to collect. The average life span at the time was below 66 years. Since then americans have been insulting the state and disrupting it's plans by not dying young enough.
4forums_4443	feel-4forums-boot3	Well, it might be hard to convince people that you aren't ignorant of some of the facts, although it appears that you're not completely ignorant of all of the facts... On the other hand, only Christians might label you as  anti-Christian  for rejecting literalism.
4forums_9007	feel-4forums-boot3	Perhaps Jitobear would like to write this person a letter stating she supported her mothers choice to end her life.  If she could go back in time and given the chance I wonder if she would make sure the job was finished.
4forums_7016	feel-4forums-boot3	You and your ilk are the only clowns around here. And the depth of both your ignorance and lack of empathy toward the most innocent and defenseless of humanity just boggles my mind. But fear not Ingus, you will live to regret your attitude because karma will be your teacher.  http://www.betterphoto.com/gallery/d...umber=6&amp;camID=
4forums_7228	feel-4forums-boot3	Actually speach that calls for violence against a person is something you can be held to legally - ie,you rally a person(s) to burn a building or kill a man, but you don't do it yourself, you can still be held accountable.  And harassment is illegal.
4forums_3714	feel-4forums-boot3	Because of the history of it. Well, ID is actually identical to 'scientific creationism', but spruced up with more scientific terminology to attempt to pass  'seperation of church and state'. Let's just say that I.D. is an attempt to teach Creationism in school.
4forums_8133	feel-4forums-boot3	I do not empathise with an embryo or early fetus the way I imagine I would with my late-term fetus or born child.  I fully intend to have children in the future, including through adoption possibly. When I do I will love them with all my heart and put their needs above my own. I'm not going to do a half-assed job of parenting; I'll give it 100%.  But not yet.  Prototype:
4forums_6862	feel-4forums-boot3	Wasn't sinjin crowing about his plans to take the family, wife and children, to the fair this weekend because it  was so safe since normal folks couldn't carry in that gun free pardise?   Insane killer escapes on field trip to county fair - Yahoo! News  Some folks will never get it!! Some folks never had it and the rest have wierd ideas that some  law  will protect them.
4forums_1857	feel-4forums-boot3	Just another one of Chuzlife's overgeneralizing personal attacks. Along with child molester, mass murderer, ad nauseum ...  Chuzlife may not need God, but he needs the good guys and the bad guys in his worldview.
4forums_4250	feel-4forums-boot3	Because evolution is how God created. Sorry, but we can't lie to our kids. We can't tell them creationism is true when God tells us it is false.
4forums_11319	feel-4forums-boot3	**  This is the line that caused me to butt in, walking-fish. Again, my apologies, but prs has no idea of the difference between Lamarckian and Darwinian theory, and how that theoretical difference would be reflected in different social theories. As far as I can tell prs has nothing but preconceived misconceptions about this. I felt compelled to speak up. Hope you're not put out about my intrusion.
4forums_6490	feel-4forums-boot3	tortured? you shut ur mouth..,... if ur not achristian then yes, i will pray for you....
4forums_5760	feel-4forums-boot3	Yes that would solve the problem wouldn't it,worked the first time around,I say that because we (U.S.)are compared to the wild west.  But be they whites,Blacks,Reds,or pi** purple shoot a few that try to detain or threaten you, yeah I think they will back off unless they are prepared to go to war.
4forums_8046	feel-4forums-boot3	I know that the soul exists, which is why I made my claim. Just as sin isn't a man made concept but a reality that is proven whenever you feel guilty for doing wrong. I mean only sociopaths feel no guilt when sinning, are you saying that you're a sociopath?  What's a ZEF? Is that another secular humanist term that's intended to marginalize the unborn babies that pro-abortionists endorse killing to the tune of 1.4 million a year?
4forums_8091	feel-4forums-boot3	If the justification for morality is obedience to a divine authority, it has no place in a public school. Those without religious beliefs are not by definition immoral.
4forums_6082	feel-4forums-boot3	So the start of personhood for a particular person is a variable, based on that individualÃâs memory.  Twenty years ago I could remember events at my fourth birthday, but today those memories are gone. For a while I had personhood at 4 years of age, but today, looking back, I did not have personhood until I was 6. As I age and my memory fails, it may turn out that I did not have personhood until I was 21 years old. Personnhood comes and goes.  Do I have it right?
4forums_11051	feel-4forums-boot3	I need to pick you up on this as IC has never been identified. As such you cannot use it to 'prove' something incorrect.  I will respond to your other points but my wife insist I turn the laptop off.....
4forums_2541	feel-4forums-boot3	Ho, hum... humanist, atheistic babble that does nothing but keep you running in circles, thinking you are actually getting somewhere.
4forums_7377	feel-4forums-boot3	No, they just don't 'fear' in general, their fears are directed at something (madmen with guns ), and those that do find other ways to feel protected (usually in society rather than being a lone individual).
4forums_6486	feel-4forums-boot3	what if the girl was raped or couldnt support the baby. If she didnt have the money or a home what kind of life would that be to the baby.
4forums_10777	feel-4forums-boot3	Yes, in my view, it would be morally correct since it has no brain and, in my definition, is not a person with rights. However, if she doesn't want to support the violinist in that future, she has the responsibility to disconnect from (and therefore kill) that brainless body before the brain gets transplanted. Otherwise, if she waits to disconnect until it is too late, she would be guilty of killing the violinist (a person).
4forums_2179	feel-4forums-boot3	Creationists define true Christians to be only those who agree with them. Consequently these clergy are not Christians so their opinions can be discarded.
4forums_11496	feel-4forums-boot3	So why should you care about their non-scientific beliefs in a debate on science? Most people who believe in evolution do so because of science, so their non-scientific beliefs are irrelevant.
4forums_6653	feel-4forums-boot3	Come up with some statistics explaining exactly how many crimes are the  vast majority  that use fake firearms as opposed to real ones.
4forums_75	feel-4forums-boot3	Get back to us on that.
4forums_8657	feel-4forums-boot3	You gather information from other forums, then use it as bait on yet another forum? Exactly how many forums do you belong to? I would hope you wouldn't be too surprised that others sometimes ignore you. Is this your main activity in life?
4forums_1673	feel-4forums-boot3	Nah I'm not debating this. I'm trying to show that this debate doesn't really prove anything. But I'm sure you can get the names of those who are willing to debate this and look them up in the future if you ever want an easy debate victory
4forums_1883	feel-4forums-boot3	And way too many of them. Of course what do you expect witht the state run media, a solid lock on education to the point of propaganda and massive voter fraud. They don't say the graveyards in Cook County IL vote early and often for nothing.
4forums_48	feel-4forums-boot3	I know what you mean. I also wonder how they think their children or grandchildren will be paying for their medical bills.  Note, by way of comparison, this Pittsburgh local t.v. clip of the September 20th March for Jobs (part of Healthcare Justice Week, this week). See how clearly and intelligently the protesters articulate their objectives, and without the disgraceful display of blind malice we have otherwise witnessed from the teabaggers:  http://www.youtube.com/watch?v=MkUxvX5JNJg
4forums_4086	feel-4forums-boot3	Yes, yes I did. It was great. I can't get enough of The Daily Show and Jon Stewart  Did you see that Metaphysical Creationist lady? I'm sorry, I try to be non-judgemental, but that lady was a bit kookoo. Not in a dangerous way, just in that  Don't want to take a walk by her house cuz she might get you to come to sayence  kind of way.
4forums_7982	feel-4forums-boot3	Why should your belief of that being the case take precedent over the belief that that is not the case?  What gives you (or any group) the right to impose your views on other people, directly affecting their rights, simply for an idea you have of  ideals  that not eveybody agrees with?
4forums_8482	feel-4forums-boot3	No, but I agree with him that we should all be able to find our own spirituality without the religious hound dogs tracking us down.  I don't think he would agree with how you and others approach the religious posts in this forum either.  Even though I don't agree with everything I read of him, which is not much, I do think he's on the right track. I hope he can find the answers he's looking for. Who knows, he may even be able to find a cure for stupid.
4forums_10004	feel-4forums-boot3	Oh, is THAT where you are getting your anti-evolution information: The Biotic Message? I read the book tens years ago and eventually sold it because it wasn't worth keeping. You do know that it is a book dealing with biology that was written not by a biologist, but by an engineer...right? Walter James ReMine is a mere engineer of some sort, and has no degree in biology. And gee whiz, biologists don't agree with ReMine ... how strange! :-)  PS: I even had a few exchanges with ReMine himself when I was posting at ARN. I argued against him, even though I was an IDist at the time, because he was not being truthful.
4forums_1277	feel-4forums-boot3	Great site! I know I'll refer to it in the future. Thanks.
4forums_2971	feel-4forums-boot3	Everything basically.  You're held captive by hostile natives that have set up barricades and checkpoints around the property you live on. They decide when you get to come in and go out, and the police have decided to abandon you rather than come to your aid. And Canada has laws that make defense with a firearm either impractical or out right illegal depending on just where you life.
4forums_1288	feel-4forums-boot3	You advocate choice to one out of two parties involved in a pregnancy....let us be clear that you are telling the person of rape that they had no choice could just as easily not exist.
4forums_9429	feel-4forums-boot3	So we agree..... What I want to know is why the vocal homosexual 'lobby' insists on the term  marriage?   emclean, the sanctity of marriage would not be the only thing about marriage to be (harmed?) changed. The whole definition of marriage would change, too.
4forums_8092	feel-4forums-boot3	And that is why Bible thumpers are so dangerous. The have so little self respect and so little respect for others that they need the thread of eternal punishment to keep them in check. Thank God for the Bible to frighten you into honorable behavior.
4forums_9398	feel-4forums-boot3	Yes, just like banning marijuana in the 1930s has turned this nation into a nation of several hundred million criminals.
4forums_8904	feel-4forums-boot3	This statement almost defines pathetic. Anyone who requires the gov't to validate who they call family, or who they love and share their life with really needs to get their priorities sorted out.
4forums_6097	feel-4forums-boot3	The irony of the situation is Doctors take a hypocractic oath to save life........There are abortion doctors out there that make 6 figure salaries, live on the big houses on the hill and make all their income by destroying life instead of preserving it.........  How hypocritical is that?
4forums_7488	feel-4forums-boot3	That who knows? Your use of  we  does not include many religious folk I assume. I would claim to know of much interaction that God has and has had with the world.
4forums_8744	feel-4forums-boot3	I remember that now, but it must have slipped my mind when I was writing the above...
4forums_9880	feel-4forums-boot3	A curse? If you don't agree with it that's one thing. Many people have died because of Christianity. The Crusades killed many people just for not converting to Christianity. Gallileo was arrested for proposing the Earth revolves around the sun which was against the church. Atheism hasn't ever hurt anybody. And you call atheism the curse?
4forums_10088	feel-4forums-boot3	And  why is the United States so backward in regard to children's rights to their lives?
4forums_9513	feel-4forums-boot3	What you quoted is what Answers in Genesis said. Please do not be dishonest and tell others that I said this as I did not.
4forums_4751	feel-4forums-boot3	What should be practical in society is the criminal element being scared to death that they're going to be killed at the very next house they try and rob. That's not only practical, it's moral. If you don't want to die, don't break the law. It's not rocket science, all you need to do is stop being bad.
4forums_786	feel-4forums-boot3	I tried to watch it with my wife. We got about 5 minutes in, when some woman proclaimed  and God created the heavens and the earth, that's all I need to know . People boasting of their willful ignorance was too much for my wife, and we had to change the channel.
4forums_3228	feel-4forums-boot3	funny how darwinists, when presented with evidence that lifeforms are intelligent and dynamic -- which refutes their mechanistic theory -- turn around claim it as evidence for their theory.  Go figure. I guess that's about all they can do at this point: play dumb and hope nobody notices.
4forums_2122	feel-4forums-boot3	Well, I'm not sure if he consumed alcohol or not, but his doctor gave him daily  vitamin  shots that contained vitamins as well as amphetamines and maybe other drugs that doctors at the time thought were mentally beneficial.  And I've never heard of him being a vegetarian.  I saw some show that talked about his voracious apetite, but I don't think they mentioned his being a veggie.  I don't see how being a tetotaller and a vegetarian are good characteristics.
4forums_7106	feel-4forums-boot3	If full human life with total equality begins at conception, and you don't include the knock-on effects on other people, just considering killing as a simple evil in itself, killing the fertilized eggs is worse. But the individual act of killing a Jew is not as bad as the act of torturing someone to death.
4forums_382	feel-4forums-boot3	I agree, but the libs would weep and call her a murderer. I suppose they'd rather have her submit to this vile person. They support pacifism, and in New York, she'd be in prison. Good thing people in my area have common sense.
4forums_9315	feel-4forums-boot3	And I believe they should ban religious speech the defame gays or ban religion all together as a public nuisance and protect the public from its drug like effects. I understand, however, that to restrict others freedom of speech of one group today, might mean that my freedom of speech could be restricted tomorrow.  They have the right to free speech even free speech, I or anyone else diagrees with. This does not mean that I think that they do not have to take responsiblity for the speech. With freedom comes responsiblity. The law suit for pain and suffering, I think is just.  Oh so many law suits to plan. Because with freedom of religion and religious speech comes responsiblity. This case now sets Precedent, that if I find religious speech hurtfull, or the actions of religious groups trying to fight gay people, marriage, or gay rights, I could sue for pain and suffering.  God bless Fred Phelps for giving fundies and religion a black eye. Fred Phelps is the one of the best things ever that could happen for gay rights. GO FRED.
4forums_8786	feel-4forums-boot3	Many who voted for this said as much. They're hoping that in a few years gays will actually get full rights. We can only hope.
4forums_2295	feel-4forums-boot3	You have a habit of constantly posting statements by anti-gun officials. And when these statements and theories are called into question and challenged, you have nothing to post in defense.
4forums_1777	feel-4forums-boot3	so people you dont know deserve to die? The point is that they are people. You are a person that is not well known. If you died, and someone that didn't know you saw your story on the news, they might not care, but you still matter don't you.
4forums_5049	feel-4forums-boot3	The death penalty assures that an incorragable criminal never has the opportunity to kill anybody else. In prison, the criminal could a) kill another inmate, 2) kill a guard, 3) escape and kill a civilian, 4) have their sentence commuted and get out to commit another crime.  No, for the reasons stated above and one more. Some people don't deserve to live....like SH, for example.
4forums_10921	feel-4forums-boot3	The ATF declared both .30 cal M2 AP and 5.56mm M855 Ball (w/steel penetrator) to be  non-AP  rounds.  For those of you that have a problem with law abiding citizens having and using  AP  ammo....wake up! We ARE law abiding so what are you worried about.....or do you think I don't  need  it? If so..who are you to tell me what I  need ?  I have a rifle match next month...I think I'll go load up some AP for it since AP tends to shoot better in my M1 than regular Ball. :D
4forums_6805	feel-4forums-boot3	I never said you had to be armed, you merely cannot deprive me of my right to be armed, which is the nature of gun control. Your counterpoint was not reflective of my words.
4forums_11168	feel-4forums-boot3	Not global warmings existence, global warmings CAUSE. Does it come as a shock to you that the cause of global warming is controversial?  http://www.canadafreepress.com/2007/...ming020507.htm  There was also a piece of a formal debate about it on these forums. It was so lopsided, the global-warming-is-caused-by-man advocate fled the debate halfway through.
4forums_8627	feel-4forums-boot3	1. This has been done to death. As soon as I saw the post, I figured you weren't likely to get any new responses.  2. The question completely handicaps people's ability to respond.  Do a search of this forum, you should be able to find plenty of threads on the subject.  Waxy
4forums_6144	feel-4forums-boot3	You do realize you are asking a question to an issue that has multiple definitions with a pigeonholed response? It is like asking group X whether they support or condemn sex but not defining sex with who, with or when. Most people would respond with a yes but this doesn?t mean they?d condone rape.  To either support or condemn statuary consent laws incredibly depends on the multiple definitions of ?age of consent? provided by the lawmakers.
4forums_9289	feel-4forums-boot3	You just don't get it. Americans are freemen. Your faith in governments over people is humorous... How does it fell to lick the bootheels of your government overlords..... Rights are inalienable to man. One man has NO right to intefere with another man. I should be able to do as I please as long as I do not intefere with others... How does your government feel about that?
4forums_11343	feel-4forums-boot3	Only a fool would deny the validity of Geology in legitimate science. Just as only a fool would deny the bible answers our questions in spiritual matters, such as how did we get here. But to apply Geology to a false science such as evo is to corrupt it and will no doubt be proven to result in false conclussions ln many areas of its application.  So much for this thread that was started in order to bait and mock rather than seek to learn or actually teach anything.
4forums_4342	feel-4forums-boot3	Why is it that evolution cant be considered as a mythical tale?. A tale of how soup turned into a human being , and that has no evidence for all the major links for this story to work!....
4forums_2055	feel-4forums-boot3	And well he should have ignored it. Your analogy is nonsense.
4forums_10897	feel-4forums-boot3	I guess I'd have to reluctantly admit that it didn't take long for some....but I'm an eternal optimist and think civility will prevail. Besides, I try not to judge everybody by the acts of a few.
4forums_8593	feel-4forums-boot3	you know why? because God touches our hearts like nothing you have ever felt before. it is amazing
4forums_9302	feel-4forums-boot3	I think what Steeeve is noting is that one of the central tenets of Catholicism is ecclesiastical authority. This isn't like disagreeing on the color of the choir robes. If you don't recognize the authority of the Pope, then basically you aren't really Catholic.
4forums_4154	feel-4forums-boot3	And better yet, ask Sinjin what he and his cohorts are doing to teach gun safety? How much did he and or the Anti-gun orgs spend? The NRA spent more then 20 MILLION Dollars to teach children to STOP! DON'T TOUCH, LEAVE THE AREA, TELL AN ADULT!  The NRA probably could and would do more however, EVEN JUST THAT, is called indoctrination by the Anti-gun crowed, and apparently even Sinjin! So is the criticism fair? Is the comparison he made fair?
4forums_6019	feel-4forums-boot3	It isn't offered to make that assertion at all. It is offered to show that God values the life of the unborn if He will demand that a man responsible for causing its death in the womb be held accountable by paying the ultimate price.
4forums_10461	feel-4forums-boot3	The irony of the situation is Doctors take a hypocractic oath to save life........There are abortion doctors out there that make 6 figure salaries, live on the big houses on the hill and make all their income by destroying life instead of preserving it.........  How hypocritical is that?
4forums_9851	feel-4forums-boot3	She should not have the baby in the first place, and thats what im saying. The only irresponsible move a 12 year old would be making is not having an abortion, as she is not physically and emotionally capable of raising or bearing a child.
4forums_10893	feel-4forums-boot3	This is not my problem. As I explained above, I just have to show inconsistency in order to reject the validity of all the claims in the Bible as being undeniable truth. And with the Bible, that's damn easy to do.
4forums_10717	feel-4forums-boot3	What I'm saying is, if the police are going to abandon you, and the law prohibits you from protecting yourself with deadly force, what defense do you have should somebody decide that they're going to victimize you?  Exactly what kind of qualifications are you going by in declaring a nation  developed  if the government is unable to protect you, and they've actually made it a crime to try and protect yourself during your time of need?
4forums_2125	feel-4forums-boot3	When you have no constructive comment just attacks the messenger with your insultsand name calling.....typical...............so very sad..........Its radicals like you that hurt the cause of gay rights.........
4forums_8346	feel-4forums-boot3	But still, if you think there are rights in the bill of rights that is wrong, that should not be granted or guaranteed, it would be a viable option to vote for removing them.  What debate are you trying to end here? The debate: 'do you want little or less gun-control'?
4forums_4781	feel-4forums-boot3	So you're accusing me of the thing that your most guilty of? As I remember your posts have been censored several times by admin because you resorted to viscious personal attacks and name calling. And aren't you interested in the truth. Why isn't whether Jefferson said it or not important?
4forums_8811	feel-4forums-boot3	Because they don't know any better. Besides, how many unwanted pregnancies have you had? How many abortions? Notice that most anti-choicers are men, which exposes the true hypocrisy in this dogma of thinking.
4forums_3005	feel-4forums-boot3	Cars are a privilege, your gun isn't. Show me evidence that would support the registration of your first amendment rights being constitutional.
4forums_8623	feel-4forums-boot3	I don't disagree but since we've prohibited felons from buying firearms(new ones anyway), we have created the NICS system.  Why wouldn't we want to apply it to all transactions?
4forums_794	feel-4forums-boot3	The NRA represents a minority that screeches very loudly. Most Americans want more gun control.  http://www.cnn.com/2000/ALLPOLITICS/.../12/poll.guns/  And most gun owners don't belong to the NRA.
